arrest_id,person_id,age_at_arrest,sex,race,arrest_date_univ,y,current_charge_felony,num_fel_arrests_last_year
6486630,342694,19.843835616438355,F,White,2016-10-29,0,0,0
7307141,8778,34.32876712328767,M,Black,2016-03-26,1,1,2
7591971,82277,30.315068493150687,M,Black,2016-01-06,1,1,0
6624477,1510722,31.087671232876712,M,White,2016-09-18,0,0,0
5564862,1804725,25.945205479452056,M,White,2017-07-02,0,0,0
3526910,363740,42.463013698630135,F,Asian,2018-06-27,0,0,0
5251707,95389,36.84109589041096,,Black,2017-09-04,0,0,0
4674255,242483,66.57260273972602,M,Black,2017-12-08,0,0,0
6186016,83127,21.172602739726027,M,Black,2017-01-28,1,1,0
3924651,355986,33.83561643835616,F,White,2018-04-16,0,0,0
6049427,27586,22.48767123287672,M,mixed,2017-03-03,0,0,0
5289777,3357477,39.53150684931507,M,White,2017-08-28,0,0,0
5959056,3118094,18.19178082191781,M,Black,2017-03-29,0,0,0
6665503,995723,50.45753424657534,M,Black,2016-09-06,0,0,0
5342043,1431898,57.12054794520548,M,Black,2017-08-17,0,0,0
4771776,17881,31.526027397260275,M,Black,2017-11-21,1,0,1
6340185,54200,46.75068493150685,F,Black,2016-12-13,0,0,0
6515921,709771,24.68219178082192,M,Black,2016-10-20,0,0,0
7532175,919650,34.915068493150685,M,Black,2016-01-24,0,0,0
5728587,1801200,54.44109589041096,M,White,2017-05-26,0,0,1
4871805,68121,32.33698630136986,M,Black,2017-11-05,0,1,0
5732443,173830,28.616438356164384,M,White,2017-05-25,0,0,0
4777775,47754,36.44931506849315,F,White,2017-11-20,0,0,0
3015248,940651,40.293150684931504,F,mixed,2018-09-15,0,0,0
7234710,320960,29.51780821917808,M,White,2016-04-14,0,0,0
4596524,64098,29.213698630136985,F,White,2017-12-26,0,1,0
5159413,1901,53.865753424657534,M,mixed,2017-09-18,0,0,0
7417657,380061,28.87123287671233,F,White,2016-02-25,1,1,1
6042314,1411167,28.375342465753423,F,Black,2017-03-06,0,0,0
6211932,84422,56.391780821917806,F,Black,2017-01-22,1,1,0
4251991,98350,53.772602739726025,M,Black,2018-03-02,0,0,0
6400651,28329,48.74794520547945,F,Black,2016-11-21,0,0,0
4513810,3359933,41.71232876712329,M,White,2018-01-14,0,0,0
2568623,74595,38.24109589041096,M,Black,2018-12-10,0,0,0
5708597,235947,24.61917808219178,M,,2017-05-29,0,0,0
7478500,3664742,21.77260273972603,M,Black,2016-02-10,0,1,0
4612031,327163,33.221917808219175,M,White,2017-12-20,0,1,0
3377366,81249,50.26849315068493,M,Black,2018-07-24,0,0,0
6920297,575555,65.97260273972603,M,Black,2016-06-24,0,0,0
4852731,247459,22.10684931506849,M,Black,2017-11-08,1,1,0
5885165,597360,23.21917808219178,M,Black,2017-04-16,0,1,0
7308318,57776,21.936986301369863,M,Black,2016-03-25,1,0,3
4689683,860034,41.83287671232877,M,Black,2017-12-06,0,0,1
3066846,1309027,33.394520547945206,M,White,2018-09-06,0,0,1
4556922,1347952,19.016438356164382,M,Black,2018-01-04,0,0,0
7200598,1300240,26.747945205479454,M,Black,2016-04-23,0,0,0
3601952,1087281,18.416438356164385,M,White,2018-06-14,0,0,0
7278705,101916,25.991780821917807,M,Black,2016-04-03,0,0,0
6956199,351066,32.8054794520548,M,White,2016-06-13,0,0,0
6403657,2134220,23.07945205479452,M,White,2016-11-20,0,0,0
5232571,1289480,43.96438356164384,F,White,2017-09-07,0,0,0
5828497,51883,25.980821917808218,M,mixed,2017-04-30,0,0,0
6601849,2871747,53.79726027397261,M,Black,2016-09-23,0,0,0
12002220,1064748,23.27671232876712,M,Black,2018-10-16,0,0,0
6990731,988645,18.816438356164383,M,Black,2016-06-02,0,0,0
6944236,3352613,18.4027397260274,M,Black,2016-06-16,0,0,0
5816465,742445,57.16164383561644,F,Black,2017-05-03,0,0,0
6275350,34896,27.145205479452056,M,Black,2017-01-05,0,0,0
3372243,60347,44.915068493150685,M,Black,2018-07-25,0,1,3
3711442,990371,40.96438356164384,M,Black,2018-05-24,0,1,0
3404410,255887,55.59452054794521,M,Black,2018-07-19,0,0,0
3477152,598785,25.506849315068493,M,Black,2018-07-07,0,0,0
7383051,3484,38.0,M,Black,2016-03-06,0,0,0
6936297,121540,22.23013698630137,M,Black,2016-06-17,0,1,0
5967924,1072904,26.654794520547945,M,Black,2017-03-27,0,0,0
5133966,1214199,35.97260273972603,M,Black,2017-09-22,0,0,0
6537617,77082,29.134246575342463,M,White,2016-10-14,0,0,0
2491948,262806,60.84931506849315,M,Black,2018-12-26,0,0,0
7465428,1004917,30.432876712328767,F,Black,2016-02-14,0,0,0
5435848,57265,31.40821917808219,M,Black,2017-07-29,1,1,0
4838938,971940,28.084931506849315,M,Black,2017-11-12,0,0,0
4798059,1880894,19.931506849315067,F,Black,2017-11-18,0,0,0
5560634,316053,41.33698630136986,F,White,2017-07-03,0,0,0
7465597,47273,23.38082191780822,M,Black,2016-02-13,1,1,0
6503549,192488,27.32054794520548,F,Black,2016-10-24,0,1,0
5754726,1799436,21.36712328767124,M,White,2017-05-19,0,1,0
6891773,1119600,29.528767123287672,M,Asian,2016-07-03,0,0,0
6850726,32341,18.654794520547945,M,Black,2016-07-13,1,1,0
5749590,334186,35.76712328767123,M,,2017-05-21,0,0,0
2644843,3228132,28.895890410958906,F,White,2018-11-25,0,0,0
3869807,3605472,21.052054794520547,F,Black,2018-04-25,0,1,0
2793396,40790,43.8054794520548,M,White,2018-10-27,0,0,0
5327849,1000104,24.931506849315067,M,Black,2017-08-20,0,0,0
2673805,65745,27.67945205479452,M,White,2018-11-19,0,0,5
3090561,3604266,36.63013698630137,M,Black,2018-09-01,0,0,0
7021588,1074774,25.02465753424657,F,White,2016-05-24,0,0,0
5049055,234366,33.42465753424658,M,Black,2017-10-09,0,0,0
5373998,953314,23.87123287671233,M,White,2017-08-10,0,0,1
3221808,1347085,35.605479452054794,M,Black,2018-08-06,0,1,0
5296398,1798249,26.197260273972603,M,Black,2017-08-25,0,0,0
4180689,19626,21.15890410958904,F,mixed,2018-03-14,1,1,0
7357500,13592,33.413698630136984,M,Black,2016-03-13,0,0,0
2667595,767053,26.07123287671233,M,Black,2018-11-20,1,0,0
6645202,78786,24.15068493150685,M,White,2016-09-12,1,0,0
6863492,991504,29.306849315068494,F,Black,2016-07-08,0,0,0
2485784,88417,33.558904109589044,M,Black,2018-12-26,0,0,0
6988269,3561023,28.46027397260274,F,Black,2016-06-03,0,0,0
6355703,74677,28.54520547945205,M,White,2016-12-09,0,0,0
3412511,347083,19.0027397260274,F,White,2018-07-17,0,0,0
4155587,1435646,32.99452054794521,F,White,2018-03-20,0,0,0
7408614,91883,25.14246575342466,F,Black,2016-02-27,0,1,0
5560772,1596644,38.81095890410959,M,,2017-07-03,0,0,1
7019251,253477,51.3013698630137,M,White,2016-05-24,0,0,1
3659989,2880571,69.21369863013699,F,White,2018-06-04,0,0,0
5268378,35652,39.21369863013699,F,White,2017-08-31,0,0,0
2907915,115414,26.78356164383561,M,,2018-10-05,0,0,0
5597498,474178,28.304109589041097,M,White,2017-06-23,0,0,0
4629514,239769,18.23013698630137,M,Black,2017-12-18,0,0,0
5256465,82486,25.63013698630137,M,Black,2017-09-01,1,0,0
3392137,74829,27.47945205479452,M,Black,2018-07-21,0,0,0
6974579,993769,55.4027397260274,M,Black,2016-06-07,0,0,0
6916481,26679,31.117808219178084,M,Black,2016-06-25,0,0,2
4537309,44159,38.42465753424658,M,Black,2018-01-09,0,0,0
5113359,1440050,27.572602739726022,M,White,2017-09-26,0,1,0
7422871,1129862,30.457534246575342,M,White,2016-02-23,1,0,1
3614608,277226,41.95890410958904,M,mixed,2018-06-12,0,0,0
5886184,332271,29.42739726027397,M,Black,2017-04-15,0,0,0
5352026,34599,20.945205479452056,M,mixed,2017-08-15,0,1,0
4398368,25425,38.36438356164384,M,White,2018-02-02,0,1,0
7208240,228565,19.350684931506848,M,Black,2016-04-21,0,0,0
6623957,1075503,61.09041095890411,M,Black,2016-09-19,0,0,1
7581199,1960076,21.28767123287671,M,Black,2016-01-09,0,0,0
4469015,1516499,63.25479452054795,M,White,2018-01-22,1,1,0
6156149,935128,48.56712328767123,F,Black,2017-02-06,0,0,0
4280859,27785,19.4,M,Black,2018-02-26,1,0,0
7256175,226290,33.347945205479455,M,mixed,2016-04-09,0,0,0
7500144,1779141,61.42191780821918,M,White,2016-02-05,0,0,0
7216810,224737,21.2986301369863,F,Black,2016-04-19,0,0,0
7392722,93743,22.873972602739727,M,Black,2016-03-03,0,0,0
4502652,74723,33.131506849315066,M,White,2018-01-16,0,0,0
4697408,49727,19.90684931506849,M,Black,2017-12-04,0,0,0
2687435,2874630,57.38904109589041,M,White,2018-11-16,0,0,0
5879415,1788,46.96164383561644,M,,2017-04-17,0,1,0
6915516,707024,37.88493150684931,M,Black,2016-06-26,0,1,0
2547343,122092,45.96986301369863,M,mixed,2018-12-13,0,0,0
6326198,3185585,50.45205479452055,M,Black,2016-12-17,0,0,0
7194627,65387,18.813698630136987,M,Black,2016-04-26,0,1,1
6648850,53703,21.15068493150685,M,Black,2016-09-11,1,1,0
4825391,26150,19.383561643835616,M,Black,2017-11-14,0,1,0
6672666,2108170,26.4986301369863,M,White,2016-09-03,0,0,0
7137668,13605,44.14520547945205,F,Asian,2016-05-11,0,0,0
7003779,115968,30.983561643835618,M,Black,2016-05-30,0,0,0
6995174,33633,18.2986301369863,M,mixed,2016-06-01,1,0,0
7149171,1295291,37.394520547945206,M,White,2016-05-09,0,0,0
3094265,1182268,38.59178082191781,M,White,2018-08-31,0,0,0
6316765,329378,21.457534246575342,M,Black,2016-12-20,0,0,0
5329404,10779,29.78356164383561,F,Black,2017-08-19,0,0,0
6916269,56090,18.29041095890411,M,White,2016-06-25,1,0,1
5775746,63188,18.78904109589041,M,Black,2017-05-14,0,0,0
5936371,1111687,33.51780821917808,M,White,2017-04-03,0,0,0
5097627,3120306,35.66575342465753,F,Black,2017-09-29,0,0,0
2594291,20010,41.0958904109589,M,White,2018-12-04,0,0,0
4618067,213336,29.852054794520548,F,Black,2017-12-19,0,1,0
5915304,46960,24.994520547945207,F,White,2017-04-07,0,0,0
5568205,909645,61.298630136986304,F,Black,2017-06-30,0,0,0
6183928,712318,37.106849315068494,M,Black,2017-01-30,0,1,1
6647303,3381394,44.915068493150685,,,2016-09-12,0,0,0
3193787,1475717,33.11232876712329,F,White,2018-08-10,0,0,1
6163577,72764,22.72054794520548,F,Black,2017-02-03,1,0,3
6889724,725268,30.73972602739726,M,mixed,2016-07-05,0,0,1
5014713,1576173,54.64931506849315,F,Black,2017-10-14,0,0,0
5053285,442499,29.23835616438356,M,White,2017-10-06,0,1,0
6362220,2579110,23.04383561643836,M,Black,2016-12-08,0,1,0
3499759,545503,45.76438356164383,M,Black,2018-07-04,0,0,0
3993384,539268,44.24383561643835,M,White,2018-04-05,0,0,0
5854343,238381,19.65753424657534,F,Black,2017-04-22,1,0,0
2532499,1275378,24.235616438356164,M,Black,2018-12-15,0,1,0
3945921,264201,46.17260273972602,M,Black,2018-04-13,0,0,0
5801992,323098,31.42465753424657,M,Black,2017-05-07,0,0,1
4267658,1279933,49.106849315068494,F,Asian,2018-02-27,0,0,0
3646741,74726,26.556164383561644,M,Black,2018-06-06,0,0,0
6060715,114124,55.07671232876712,M,Black,2017-03-01,0,0,0
2797309,276664,42.106849315068494,M,Black,2018-10-26,0,1,0
4973926,1123886,25.756164383561643,M,Black,2017-10-22,0,0,0
4818638,539354,51.27945205479452,M,Black,2017-11-15,0,0,0
3852105,35369,48.42739726027397,F,Black,2018-04-29,0,1,0
5847419,2293944,38.96712328767124,M,Other,2017-04-25,0,0,0
4641585,379371,25.254794520547943,M,,2017-12-14,0,0,1
6313370,2792559,50.71780821917808,M,White,2016-12-21,0,0,0
5008270,316704,37.704109589041096,M,Other,2017-10-16,0,0,0
4827776,1063563,30.816438356164383,M,White,2017-11-13,0,0,0
7138010,1457941,43.21917808219178,F,White,2016-05-11,0,0,0
4761709,51435,33.465753424657535,M,Black,2017-11-24,0,0,0
6349926,416390,17.438356164383563,M,Black,2016-12-12,1,0,0
5866672,1284992,38.0958904109589,M,White,2017-04-20,0,0,0
7388658,512354,55.52328767123288,F,White,2016-03-03,0,1,0
4737746,236038,34.56986301369863,M,mixed,2017-11-29,0,0,0
6243514,85246,19.75068493150685,M,Black,2017-01-12,0,0,4
12005804,1065717,29.301369863013697,F,White,2018-05-25,0,0,0
2500555,4931,18.38082191780822,M,Black,2018-12-21,0,0,0
7012299,1337598,19.339726027397266,M,Black,2016-05-26,0,0,0
4500531,2406706,25.15890410958904,F,Black,2018-01-16,0,0,0
4664272,34814,19.378082191780823,M,,2017-12-11,1,0,1
6185866,988101,33.271232876712325,M,Black,2017-01-28,0,0,1
4646805,1006380,58.9041095890411,M,mixed,2017-12-13,0,0,0
2495644,1309509,31.46849315068493,M,White,2018-12-24,0,0,0
6917238,509811,51.64109589041096,F,White,2016-06-24,0,0,0
7220104,482239,46.33698630136986,M,White,2016-04-18,1,0,2
2673567,1985673,18.172602739726027,M,Other,2018-11-19,0,0,0
5370074,196266,29.63013698630137,M,Black,2017-08-11,0,0,0
4973877,910635,61.01643835616439,M,Black,2017-10-22,0,0,0
4552038,60332,25.438356164383563,M,Black,2018-01-05,0,1,3
5592644,3357315,19.93972602739726,M,White,2017-06-26,0,0,0
7563566,49472,32.298630136986304,M,Black,2016-01-14,1,1,4
5927377,2119515,22.58904109589041,M,Black,2017-04-04,1,0,0
6984069,1615681,18.88767123287672,M,White,2016-06-04,0,0,0
6891917,1305475,19.0,M,White,2016-07-03,0,1,0
4741424,3211663,47.90958904109589,M,White,2017-11-28,0,0,0
6221420,1469853,42.44383561643836,F,,2017-01-18,0,0,0
6837322,1135351,54.824657534246576,M,White,2016-07-16,0,0,0
2903760,3166359,33.0986301369863,M,mixed,2018-10-06,0,0,0
4531245,66936,46.2958904109589,M,Black,2018-01-10,1,1,0
6106630,311707,35.1945205479452,M,Black,2017-02-16,0,0,0
3245978,45613,36.17808219178082,F,Black,2018-07-31,0,0,0
6236432,1065449,32.635616438356166,M,White,2017-01-13,1,1,0
7157820,1055158,36.14520547945205,M,White,2016-05-06,0,0,0
2922877,84823,24.0,M,Black,2018-10-02,1,1,2
7292958,62147,20.78082191780822,M,Black,2016-03-30,1,1,0
6588601,3458193,25.621917808219177,M,Black,2016-09-28,0,0,0
7063563,81423,51.45205479452055,M,Black,2016-05-12,1,1,0
4549790,1065031,33.85753424657534,M,White,2018-01-06,0,1,0
6143190,3212405,27.942465753424656,M,Black,2017-02-08,0,0,1
4207288,1488855,31.80821917808219,F,mixed,2018-03-09,0,0,0
3242748,3054529,21.95342465753425,M,Black,2018-08-01,0,1,0
7603699,2452788,26.33150684931507,M,Black,2016-01-03,1,1,0
7303205,2931293,22.63013698630137,F,White,2016-03-28,0,0,0
3433327,79198,28.265753424657536,M,White,2018-07-15,1,1,1
3596356,49882,35.18082191780822,M,Black,2018-06-14,1,1,4
3488332,45181,19.26849315068493,M,Black,2018-07-05,1,0,0
2950470,1302726,32.536986301369865,M,White,2018-09-27,0,0,2
6305418,320631,31.63013698630137,M,Black,2016-12-23,1,0,0
5921226,555796,39.95068493150685,M,Black,2017-04-06,0,0,0
4131834,69085,48.67671232876712,M,White,2018-03-23,0,0,0
5971420,24904,26.78904109589041,F,White,2017-03-26,0,0,0
6275936,14413,41.59178082191781,F,White,2017-01-04,0,0,0
3815617,1518057,24.646575342465752,M,Black,2018-05-05,0,0,0
5155920,92636,56.05479452054794,M,Black,2017-09-19,0,0,0
3126179,9523,27.695890410958903,M,Black,2018-08-26,0,1,0
6489288,3077859,21.63287671232877,M,Black,2016-10-28,0,0,0
4398085,1697642,19.47945205479452,F,Other,2018-02-02,0,0,0
5182981,747185,23.67945205479452,M,Black,2017-09-14,0,0,0
4524392,909315,22.035616438356165,M,Black,2018-01-11,0,0,0
6585372,1116388,26.942465753424656,M,Black,2016-09-29,1,0,0
7495184,1138633,21.747945205479454,F,Black,2016-02-07,0,1,0
7159070,1134813,18.42465753424657,M,Black,2016-05-05,1,1,0
4862015,175405,20.88219178082192,M,Black,2017-11-07,1,1,0
7477228,2757019,20.542465753424658,M,White,2016-02-10,0,0,0
4456365,306374,53.26027397260274,F,Asian,2018-01-24,0,0,0
2693604,3143337,28.542465753424658,M,Black,2018-11-15,0,0,0
7394502,82666,43.78356164383562,M,Black,2016-03-02,0,0,0
7603993,3243981,59.67397260273973,M,White,2016-01-02,0,0,0
3523180,2870513,37.221917808219175,M,White,2018-06-28,0,0,0
2864989,936434,58.156164383561645,M,Black,2018-10-14,0,0,0
5976675,1455195,29.553424657534247,F,White,2017-03-24,0,0,0
6445341,48080,38.95890410958904,M,Black,2016-11-11,0,1,0
5972614,1423711,19.38082191780822,M,White,2017-03-25,0,0,0
4107373,1027662,29.96986301369863,M,Black,2018-03-27,0,0,0
5627332,14836,26.013698630136982,M,White,2017-06-18,0,0,0
5008666,76548,27.293150684931508,M,Black,2017-10-16,1,0,0
5675336,24916,18.75068493150685,M,Black,2017-06-06,1,0,0
6743620,3198323,19.964383561643835,M,White,2016-08-15,0,0,0
6215292,351751,23.90410958904109,F,White,2017-01-20,0,0,0
2576292,82604,34.865753424657534,M,Black,2018-12-07,1,1,1
7234140,1058203,27.33150684931507,M,Black,2016-04-15,0,0,0
7157228,184900,24.46849315068493,M,Black,2016-05-06,1,0,0
6781573,209421,55.67945205479453,M,Black,2016-08-04,0,0,0
3512764,3231517,28.975342465753425,M,Black,2018-06-30,0,1,0
4263198,3121881,31.095890410958905,M,mixed,2018-02-28,0,1,1
6863214,65316,36.42739726027397,M,Black,2016-07-08,1,1,0
6468725,1744993,63.87671232876713,M,White,2016-11-04,0,0,0
6226104,1655864,48.87945205479452,M,White,2017-01-18,0,0,0
7347268,700259,42.72328767123288,M,Black,2016-03-16,0,1,0
5396058,555286,25.87123287671233,F,Black,2017-08-07,0,1,0
6978316,80524,38.4,M,Black,2016-06-06,1,1,2
6969145,780656,19.66575342465753,M,Black,2016-06-09,0,1,0
5413918,845123,46.97260273972603,M,Black,2017-08-03,1,0,0
5941513,2852268,28.863013698630137,M,Black,2017-03-31,0,0,0
3085056,1725478,50.43561643835616,M,Indian,2018-09-04,0,0,0
5059344,8819,42.56438356164384,M,Black,2017-10-05,1,1,0
3128626,230959,28.09041095890411,M,mixed,2018-08-25,0,0,0
6446640,109307,24.194520547945206,M,Black,2016-11-11,0,1,0
6194431,63048,26.27671232876712,F,White,2017-01-26,0,0,0
7466353,858453,43.83013698630137,M,White,2016-02-13,0,0,0
6148186,1335744,32.846575342465755,F,Black,2017-02-07,1,0,1
6792133,53858,29.10684931506849,M,mixed,2016-08-01,0,0,0
3548675,1023228,26.413698630136988,F,Black,2018-06-24,0,0,0
6762675,1273296,28.167123287671235,F,White,2016-08-10,0,0,0
4183368,61596,38.53972602739726,F,White,2018-03-14,1,1,0
3102607,35048,34.986301369863014,M,mixed,2018-08-30,0,0,0
5293905,1009103,24.052054794520547,F,Black,2017-08-25,1,0,0
7454785,1462612,28.83835616438356,M,White,2016-02-17,0,0,0
6892870,909864,22.273972602739725,M,Black,2016-07-02,0,0,2
7581961,1071856,33.6986301369863,M,White,2016-01-09,0,0,0
6161824,85529,19.575342465753423,M,Black,2017-02-04,0,0,0
6614488,698945,29.66301369863013,M,Black,2016-09-21,0,0,0
6816869,85806,30.0986301369863,M,White,2016-07-23,1,0,1
3631787,1817697,50.76712328767123,M,White,2018-06-08,0,0,0
5053353,951591,26.58356164383561,M,Black,2017-10-06,0,0,0
7381538,27382,26.56438356164384,M,Black,2016-03-07,1,0,0
2532252,2582921,24.85753424657534,M,White,2018-12-16,0,0,1
6072822,909386,25.61917808219178,M,Black,2017-02-25,0,0,0
3787339,25110,22.95616438356164,M,Black,2018-05-10,1,0,2
6411247,2079709,76.73972602739725,F,White,2016-11-17,0,0,0
2747588,70259,23.843835616438355,M,mixed,2018-11-03,0,0,0
4532287,873153,19.0027397260274,M,White,2018-01-10,0,0,0
3839724,1039827,22.438356164383563,M,Black,2018-05-01,0,0,0
5339587,3370039,79.18082191780822,M,White,2017-08-17,0,0,0
5763206,146410,53.31506849315068,M,Black,2017-05-17,1,0,0
2652491,21493,24.136986301369863,M,White,2018-11-23,0,0,0
5291769,3192537,49.96986301369863,M,White,2017-08-26,0,0,0
4460552,1292211,21.145205479452056,M,Black,2018-01-23,1,0,0
5705381,720250,31.14246575342466,M,Black,2017-05-30,0,0,0
5049840,1000558,36.57808219178082,M,mixed,2017-10-08,0,0,0
2971473,929734,40.465753424657535,M,White,2018-09-24,0,0,0
6525048,912961,33.78356164383562,M,Black,2016-10-18,0,1,0
7272789,2557412,23.60821917808219,M,Black,2016-04-05,0,1,0
6928740,1124386,19.56164383561644,M,Black,2016-06-21,1,1,0
6794396,991124,53.536986301369865,M,Black,2016-07-30,1,1,0
6553405,1519445,51.96986301369863,M,Black,2016-10-10,0,0,0
7206185,915957,48.07671232876712,M,mixed,2016-04-21,0,0,0
3739546,207810,27.51780821917808,M,Black,2018-05-20,0,0,0
6681053,222575,22.824657534246576,M,Black,2016-09-01,0,0,0
3829189,2641039,32.08767123287672,F,White,2018-05-03,0,0,0
6671790,78880,52.02465753424657,M,Black,2016-09-04,1,1,0
3168313,258315,37.42191780821918,M,,2018-08-18,0,0,0
4981359,246429,30.813698630136987,M,mixed,2017-10-20,0,0,1
7495234,479978,23.75068493150685,M,White,2016-02-07,0,0,0
6724161,451627,44.64109589041096,M,Black,2016-08-21,1,1,0
4650173,91481,21.28219178082192,M,Black,2017-12-13,0,0,0
12006021,1065214,35.41917808219178,F,White,2018-04-27,0,0,0
7598842,1531743,41.62191780821918,M,Black,2016-01-04,0,0,0
5607185,3000544,22.46027397260274,M,mixed,2017-06-21,0,0,0
5710263,87608,45.41643835616439,M,Black,2017-05-28,0,0,0
6055237,2559192,65.05205479452054,M,Black,2017-03-02,0,0,0
4741552,75570,26.2027397260274,M,White,2017-11-28,0,0,0
5834411,749038,18.353424657534248,F,Black,2017-04-28,0,1,0
